,Date,mode_of_purchase,sporting_equipment,store,estimated_spending,number_of_items_bought
6321,2019-10-31,order,cycling,south,62.612,3
6322,2019-10-31,order,basketball,south,386.174,6
6323,2019-10-31,physical_collection,others,west,45.989999999999995,1
6324,2019-10-31,order,volleyball,east,12.137,1
6325,2019-10-31,physical_collection,sailing,west,13.494,4
6326,2019-10-31,order,badminton,east,167.902,5
6327,2019-10-31,order,sailing,east,82.877,4
6330,2019-10-31,physical_collection,swimming,west,28.468,2
6331,2019-10-31,order,crosstrain,east,815.787,10
6333,2019-10-31,order,surfing,south,42.057,5
6335,2019-10-31,physical_collection,ski,west,219.54000000000002,4
6338,2019-10-31,physical_collection,skate/roller,west,111.451,4
6339,2019-10-31,order,ski,south,1105.411,10
6340,2019-10-31,physical_collection,trail,west,21.34,1
6342,2019-10-31,order,jog/run,south,1575.447,16
6344,2019-10-31,order,climbing,east,91.268,1
6345,2019-10-31,order,ski,east,692.8430000000001,4
6346,2019-10-31,order,volleyball,south,10.754000000000001,4
6347,2019-10-31,physical_collection,boxing,west,10.157,4
6348,2019-10-31,physical_collection,jog/run,west,67.361,4
6350,2019-10-31,physical_collection,badminton,west,11.662,1
6351,2019-10-31,physical_collection,pilates,west,29.125,5
6352,2019-11-01,order,tennis,east,343.435,6
6353,2019-11-01,order,crosstrain,south,346.038,6
6354,2019-11-01,order,fitness,south,505.55,9
6355,2019-11-01,order,volleyball,east,30.413999999999998,1
6357,2019-11-01,order,swimming,south,319.75300000000004,8
6358,2019-11-01,order,trail,south,159.875,4
6359,2019-11-01,physical_collection,ski,west,127.648,3
6360,2019-11-01,physical_collection,surfing,west,59.812,1
6361,2019-11-01,order,tennis,south,521.457,9
6362,2019-11-01,order,ski,south,1080.654,10
6363,2019-11-01,order,trail,east,203.03,5
6364,2019-11-01,order,triathlon,south,298.085,7
6366,2019-11-01,order,jog/run,east,1877.7459999999999,20
6367,2019-11-01,order,table_tennis,south,16.046,1
6368,2019-11-01,order,surfing,south,30.827999999999996,3
6369,2019-11-01,order,basketball,south,447.975,5
6370,2019-11-01,order,jog/run,south,1086.78,19
6371,2019-11-01,order,pilates,south,457.709,7
6372,2019-11-01,physical_collection,tennis,west,29.689,3
6374,2019-11-01,order,surfing,east,495.703,6
6375,2019-11-01,order,ski,east,857.824,7
6376,2019-11-01,order,golf,east,50.221,2
6377,2019-11-01,order,football,south,499.713,7
6378,2019-11-01,order,sailing,east,87.834,3
6379,2019-11-01,order,diving,east,183.554,3
6380,2019-11-01,order,badminton,east,195.536,4
6381,2019-11-01,order,swimming,east,841.391,13
6382,2019-11-01,order,kayak/sup,east,34.428,3
6383,2019-11-01,order,table_tennis,east,18.118000000000002,4
6384,2019-11-01,order,pilates,east,716.702,8
6385,2019-11-01,physical_collection,jog/run,west,94.862,1
6387,2019-11-01,order,triathlon,east,299.248,7
6388,2019-11-01,order,boxing,east,13.648,1
6389,2019-11-01,physical_collection,cycling,west,355.288,4
6390,2019-11-01,order,skate/roller,east,157.69,4
6391,2019-11-01,order,cycling,east,491.38800000000003,11
6392,2019-11-01,order,basketball,east,488.265,6
6393,2019-11-01,order,badminton,south,193.18800000000002,4
6394,2019-11-01,order,yoga,east,406.485,5
6395,2019-11-01,order,diving,south,277.323,2
6396,2019-11-01,order,cycling,south,22.872999999999998,3
6397,2019-11-01,physical_collection,others,west,70.27000000000001,2
6398,2019-11-01,order,football,east,402.32399999999996,7
6399,2019-11-01,order,yoga,south,292.233,3
6401,2019-11-01,order,climbing,south,58.342,2
6402,2019-11-01,order,squash,east,40.646,3
6407,2019-11-01,physical_collection,fitness,west,162.71300000000002,4
6408,2019-11-01,physical_collection,football,west,21.471,2
6409,2019-11-01,physical_collection,hiking/trekking,west,304.173,2
6410,2019-11-01,physical_collection,sailing,west,10.542,3
6412,2019-11-01,order,fitness,east,656.6600000000001,11
6413,2019-11-01,order,hiking/trekking,east,4771.9580000000005,41
6414,2019-11-01,physical_collection,diving,west,13.290000000000001,2
6415,2019-11-01,order,hiking/trekking,south,3922.31,37
6416,2019-11-01,order,rugby,south,20.59,4
6417,2019-11-01,order,rugby,east,21.107,5
6418,2019-11-01,order,crosstrain,east,707.85,6
6419,2019-11-01,physical_collection,crosstrain,west,133.846,2
6421,2019-11-01,physical_collection,pilates,west,31.494,1
6422,2019-11-02,order,swimming,south,513.046,7
6423,2019-11-02,order,jog/run,east,2123.942,22
6424,2019-11-02,order,others,east,294.74,5
6425,2019-11-02,order,tennis,south,318.51300000000003,10
6426,2019-11-02,order,hiking/trekking,south,4560.3279999999995,47
6427,2019-11-02,order,skate/roller,south,155.317,1
6428,2019-11-02,order,yoga,east,416.762,6
6429,2019-11-02,order,yoga,south,453.84499999999997,4
6430,2019-11-02,order,boxing,east,116.38399999999999,1
6432,2019-11-02,order,crosstrain,south,613.331,4
6433,2019-11-02,order,trail,south,158.05599999999998,1
6434,2019-11-02,order,football,south,602.632,6
6435,2019-11-02,order,cycling,east,1356.162,6
6436,2019-11-02,order,hiking/trekking,east,6577.025,42
6437,2019-11-02,order,fitness,south,468.554,9
6438,2019-11-02,physical_collection,hiking/trekking,west,288.95500000000004,3
6439,2019-11-02,order,rugby,south,19.845,3
6440,2019-11-02,order,unknown,east,25.529,2
6441,2019-11-02,order,squash,south,29.827999999999996,3
6442,2019-11-02,order,climbing,east,76.72999999999999,5
6444,2019-11-02,physical_collection,cycling,west,75.663,3
6445,2019-11-02,order,fitness,east,630.583,11
6446,2019-11-02,order,crosstrain,east,741.487,7
6447,2019-11-02,order,football,east,382.34499999999997,4
6448,2019-11-02,order,diving,south,209.42,3
6449,2019-11-02,order,triathlon,east,221.439,3
6450,2019-11-02,order,climbing,south,31.531,3
6451,2019-11-02,order,badminton,east,305.209,2
6452,2019-11-02,order,swimming,east,782.192,8
6453,2019-11-02,order,table_tennis,south,36.004000000000005,5
6454,2019-11-02,order,skate/roller,east,275.409,4
6455,2019-11-02,physical_collection,fitness,west,117.18199999999999,5
6456,2019-11-02,order,sailing,east,75.478,1
6457,2019-11-02,physical_collection,pilates,west,94.625,1
6458,2019-11-02,order,golf,east,74.155,5
6460,2019-11-02,order,pilates,south,358.663,7
6461,2019-11-02,order,ski,east,1578.5620000000001,13
6462,2019-11-02,order,surfing,east,473.35299999999995,6
6463,2019-11-02,order,trail,east,452.555,2
6464,2019-11-02,physical_collection,tennis,west,29.561,2
6465,2019-11-02,physical_collection,crosstrain,west,11.416,2
6466,2019-11-02,order,basketball,east,396.183,6
6467,2019-11-02,order,basketball,south,354.729,4
6468,2019-11-02,order,rugby,east,10.878,1
6469,2019-11-02,order,table_tennis,east,16.921,4
6470,2019-11-02,order,cycling,south,25.461000000000002,2
6471,2019-11-02,order,diving,east,297.408,4
6472,2019-11-02,order,badminton,south,275.425,6
6474,2019-11-02,physical_collection,others,west,60.80499999999999,3
6475,2019-11-02,order,ski,south,792.2529999999999,7
6476,2019-11-02,physical_collection,climbing,west,23.912,1
6477,2019-11-02,order,triathlon,south,240.468,5
6478,2019-11-02,physical_collection,ski,west,253.017,5
6480,2019-11-02,order,volleyball,south,19.213,2
6481,2019-11-02,order,jog/run,south,1732.666,23
6482,2019-11-02,order,pilates,east,482.01000000000005,9
6483,2019-11-02,physical_collection,jog/run,west,51.595000000000006,4
6484,2019-11-02,order,tennis,east,288.154,9
6486,2019-11-02,order,kayak/sup,south,15.156,1
6487,2019-11-02,order,kayak/sup,east,76.49199999999999,4
6488,2019-11-02,order,golf,south,18.753999999999998,2
6489,2019-11-02,physical_collection,diving,west,61.524,3
6490,2019-11-02,order,surfing,south,23.697,2
6491,2019-11-02,physical_collection,badminton,west,67.834,3
6492,2019-11-02,physical_collection,yoga,west,228.411,3
6493,2019-11-02,physical_collection,football,west,50.147000000000006,3
6494,2019-11-03,order,ski,south,1232.6,12
6495,2019-11-03,order,fitness,east,561.8149999999999,11
6496,2019-11-03,order,pilates,east,864.71,8
6497,2019-11-03,order,sailing,east,99.897,1
6498,2019-11-03,order,swimming,south,685.889,9
6499,2019-11-03,order,trail,south,361.3,3
6500,2019-11-03,order,swimming,east,959.89,14
6501,2019-11-03,order,basketball,south,327.18899999999996,9
6502,2019-11-03,order,diving,south,340.025,3
6503,2019-11-03,order,pilates,south,352.41999999999996,11
6504,2019-11-03,order,jog/run,south,2210.2,21
6505,2019-11-03,physical_collection,surfing,west,34.854,3
6506,2019-11-03,order,fitness,south,522.101,9
6507,2019-11-03,order,crosstrain,south,746.53,8
6508,2019-11-03,order,boxing,east,126.655,4
6509,2019-11-03,physical_collection,diving,west,10.662,3
6510,2019-11-03,order,skate/roller,south,330.18600000000004,2
6511,2019-11-03,order,tennis,east,701.8979999999999,11
6512,2019-11-03,order,golf,east,102.82000000000001,2
6513,2019-11-03,order,surfing,south,101.705,2
6514,2019-11-03,order,football,east,462.50100000000003,9
6515,2019-11-03,order,badminton,east,192.075,7
6516,2019-11-03,order,skate/roller,east,727.8340000000001,3
6517,2019-11-03,order,hiking/trekking,east,6015.011,54
6518,2019-11-03,order,triathlon,south,223.64000000000001,8
6519,2019-11-03,order,basketball,east,658.479,9
6520,2019-11-03,order,football,south,575.746,10
6522,2019-11-03,physical_collection,swimming,west,78.099,4
6523,2019-11-03,order,tennis,south,427.96999999999997,9
6524,2019-11-03,order,hiking/trekking,south,4473.637000000001,44
6525,2019-11-03,order,cycling,south,162.269,3
6526,2019-11-03,order,yoga,east,644.95,8
6527,2019-11-03,order,badminton,south,191.25,3
6528,2019-11-03,order,diving,east,321.941,5
6529,2019-11-03,order,trail,east,640.681,3
6530,2019-11-03,order,rugby,east,66.192,2
6533,2019-11-03,physical_collection,hiking/trekking,west,355.873,6
6534,2019-11-03,order,kayak/sup,south,13.759,1
6535,2019-11-03,order,surfing,east,387.688,3
6536,2019-11-03,order,crosstrain,east,1165.8049999999998,9
6537,2019-11-03,order,climbing,east,135.32,2
6538,2019-11-03,physical_collection,sailing,west,63.861000000000004,2
6539,2019-11-03,order,triathlon,east,271.648,8
6540,2019-11-03,physical_collection,golf,west,35.929,4
6541,2019-11-03,order,yoga,south,471.785,6
6542,2019-11-03,physical_collection,others,west,34.211,4
6543,2019-11-03,order,others,east,81.336,3
6544,2019-11-03,physical_collection,table_tennis,west,47.267,4
6546,2019-11-03,order,volleyball,south,15.671000000000001,3
6548,2019-11-03,order,jog/run,east,2783.929,25
6550,2019-11-03,order,volleyball,east,24.883000000000003,3
6552,2019-11-03,order,rugby,south,24.496000000000002,5
6554,2019-11-03,physical_collection,crosstrain,west,271.273,4
6555,2019-11-03,physical_collection,fitness,west,219.526,4
6557,2019-11-03,physical_collection,football,west,19.772,3
6558,2019-11-03,order,ski,east,701.808,8
6561,2019-11-03,order,table_tennis,east,27.341,4
6562,2019-11-03,order,cycling,east,1120.774,13
6563,2019-11-03,physical_collection,basketball,west,80.929,2
6565,2019-11-03,order,table_tennis,south,32.650999999999996,2
6566,2019-11-03,physical_collection,trail,west,61.29600000000001,1
6567,2019-11-03,physical_collection,jog/run,west,125.106,2
6568,2019-11-04,order,jog/run,south,2935.87,32
6569,2019-11-04,order,football,east,958.799,10
6570,2019-11-04,order,pilates,east,1405.989,16
6571,2019-11-04,order,jog/run,east,4936.255999999999,41
6572,2019-11-04,order,others,east,378.24,5
6573,2019-11-04,order,cycling,south,90.353,4
6574,2019-11-04,order,tennis,east,710.393,13
6575,2019-11-04,order,surfing,south,119.548,5
6576,2019-11-04,order,kayak/sup,east,129.083,5
6577,2019-11-04,order,surfing,east,690.543,9
6578,2019-11-04,order,basketball,east,845.699,11
6580,2019-11-04,order,football,south,884.577,12
6581,2019-11-04,order,diving,south,471.84499999999997,6
6582,2019-11-04,order,triathlon,south,455.038,9
6583,2019-11-04,order,diving,east,638.073,5
6584,2019-11-04,order,skate/roller,east,1476.191,5
6585,2019-11-04,order,hiking/trekking,south,6139.432,64
6586,2019-11-04,order,volleyball,south,12.838,5
6587,2019-11-04,order,ski,east,2753.7259999999997,22
6588,2019-11-04,order,swimming,south,923.443,11
6589,2019-11-04,order,skate/roller,south,640.949,2
6590,2019-11-04,order,sailing,south,24.353,2
6591,2019-11-04,order,boxing,east,93.634,1
6592,2019-11-04,order,badminton,east,359.28499999999997,6
6593,2019-11-04,order,fitness,south,1176.709,13
6594,2019-11-04,order,crosstrain,south,613.5310000000001,6
6595,2019-11-04,order,swimming,east,1620.346,17
6596,2019-11-04,order,squash,east,94.387,1
6597,2019-11-04,order,tennis,south,864.594,18
6598,2019-11-04,order,yoga,east,793.042,9
6599,2019-11-04,physical_collection,cycling,west,87.01599999999999,3
6601,2019-11-04,order,climbing,east,59.053,5
6602,2019-11-04,order,badminton,south,406.858,6
6603,2019-11-04,order,trail,south,380.467,3
6604,2019-11-04,order,yoga,south,409.241,4
6605,2019-11-04,order,ski,south,2560.703,21
6606,2019-11-04,order,rugby,east,66.75800000000001,1
6607,2019-11-04,order,hiking/trekking,east,10686.848,76
6608,2019-11-04,order,cycling,east,1638.4479999999999,17
6610,2019-11-04,physical_collection,trail,west,50.185,3
6611,2019-11-04,physical_collection,football,west,20.119999999999997,4
6612,2019-11-04,order,rugby,south,14.675,1
6613,2019-11-04,order,sailing,east,213.977,2
6614,2019-11-04,order,table_tennis,south,32.438,2
6615,2019-11-04,order,fitness,east,1045.368,17
6616,2019-11-04,order,golf,south,40.917,1
6617,2019-11-04,order,golf,east,152.832,5
6619,2019-11-04,order,pilates,south,577.632,16
6621,2019-11-04,order,crosstrain,east,1253.2,11
6622,2019-11-04,order,triathlon,east,453.97799999999995,9
6623,2019-11-04,order,climbing,south,33.137,1
6624,2019-11-04,order,table_tennis,east,43.588,3
6625,2019-11-04,physical_collection,ski,west,409.152,6
6627,2019-11-04,physical_collection,jog/run,west,145.995,4
6630,2019-11-04,order,volleyball,east,63.117,2
6632,2019-11-04,physical_collection,sailing,west,32.802,2
6633,2019-11-04,physical_collection,hiking/trekking,west,405.069,3
6634,2019-11-04,order,basketball,south,537.664,8
6635,2019-11-04,order,trail,east,639.726,7
6638,2019-11-05,order,trail,east,462.16099999999994,4
6639,2019-11-05,order,football,east,925.3860000000001,13
6640,2019-11-05,order,rugby,east,41.482,5
6641,2019-11-05,order,others,east,376.055,4
6642,2019-11-05,order,hiking/trekking,south,6548.259,62
6643,2019-11-05,order,yoga,south,386.56100000000004,6
6644,2019-11-05,order,surfing,south,162.19,3
6645,2019-11-05,order,football,south,844.277,11
6646,2019-11-05,order,unknown,south,29.380000000000003,1
6647,2019-11-05,order,basketball,east,579.387,7
6648,2019-11-05,order,basketball,south,420.48999999999995,10
6649,2019-11-05,order,hiking/trekking,east,9718.035,70
6650,2019-11-05,order,ski,south,2813.861,21
6651,2019-11-05,order,triathlon,south,617.379,10
6652,2019-11-05,order,fitness,south,789.687,14
6653,2019-11-05,order,swimming,south,779.583,13
6654,2019-11-05,order,ski,east,2293.13,20
6655,2019-11-05,physical_collection,tennis,west,17.619,2
6656,2019-11-05,order,cycling,east,1328.801,11
6657,2019-11-05,order,cycling,south,78.41,3
6658,2019-11-05,order,jog/run,east,4466.768,35
6659,2019-11-05,order,crosstrain,south,1030.199,9
6660,2019-11-05,order,trail,south,282.769,4
6661,2019-11-05,order,climbing,east,153.85999999999999,2
6662,2019-11-05,order,crosstrain,east,1212.6979999999999,9
6663,2019-11-05,order,swimming,east,1388.467,15
6664,2019-11-05,order,fitness,east,733.295,11
6665,2019-11-05,order,tennis,south,549.671,12
6666,2019-11-05,order,pilates,south,541.3109999999999,14
6667,2019-11-05,order,pilates,east,1212.374,15
6668,2019-11-05,order,table_tennis,east,65.368,3
6669,2019-11-05,order,table_tennis,south,12.155,1
6671,2019-11-05,physical_collection,jog/run,west,57.601,2
6672,2019-11-05,order,surfing,east,566.992,9
6673,2019-11-05,order,kayak/sup,east,197.457,5
6674,2019-11-05,order,golf,east,102.312,1
6675,2019-11-05,order,climbing,south,75.494,1
6676,2019-11-05,physical_collection,pilates,west,95.67999999999999,2
6677,2019-11-05,order,boxing,east,58.55499999999999,4
6680,2019-11-05,physical_collection,sailing,west,18.249000000000002,3
6681,2019-11-05,order,tennis,east,750.124,11
6682,2019-11-05,physical_collection,badminton,west,15.963,4
6683,2019-11-05,physical_collection,surfing,west,10.147,3
6684,2019-11-05,order,unknown,east,26.794999999999998,3
6686,2019-11-05,physical_collection,ski,west,364.98699999999997,1
6687,2019-11-05,order,skate/roller,south,373.73400000000004,6
6689,2019-11-05,physical_collection,skate/roller,west,181.28199999999998,3
6690,2019-11-05,order,jog/run,south,2485.892,24
6691,2019-11-05,physical_collection,diving,west,11.434999999999999,3
6692,2019-11-05,order,golf,south,26.368000000000002,3
6693,2019-11-05,order,volleyball,south,50.4,5
6694,2019-11-05,order,diving,south,619.787,8
6695,2019-11-05,order,others,south,67.224,1
6696,2019-11-05,order,badminton,east,466.492,8
6697,2019-11-05,physical_collection,football,west,33.197,4
6699,2019-11-05,order,triathlon,east,342.617,6
6700,2019-11-05,physical_collection,crosstrain,west,287.224,4
6701,2019-11-05,order,diving,east,401.076,5
6702,2019-11-05,order,badminton,south,359.177,4
6703,2019-11-05,order,sailing,east,114.172,4
6704,2019-11-05,physical_collection,swimming,west,99.769,1
6705,2019-11-05,physical_collection,others,west,74.076,4
6706,2019-11-05,order,skate/roller,east,1118.516,4
6707,2019-11-05,order,yoga,east,518.9939999999999,5
6708,2019-11-05,physical_collection,golf,west,43.707,1
6710,2019-11-05,physical_collection,hiking/trekking,west,183.755,4
6712,2019-11-05,physical_collection,fitness,west,31.867,1
6713,2019-11-06,order,basketball,south,274.95,7
6714,2019-11-06,order,unknown,south,10.542,1
6715,2019-11-06,order,crosstrain,east,666.225,6
6716,2019-11-06,order,ski,south,1105.998,10
6717,2019-11-06,order,hiking/trekking,east,4536.351000000001,46
6718,2019-11-06,order,others,south,31.449,1
6719,2019-11-06,order,fitness,east,394.444,7
6721,2019-11-06,order,others,east,231.83200000000002,5
6722,2019-11-06,order,swimming,south,518.028,7
6723,2019-11-06,order,jog/run,south,1431.727,16
6725,2019-11-06,order,diving,south,183.374,3
6726,2019-11-06,order,swimming,east,761.432,13
6727,2019-11-06,order,cycling,south,22.773,2
6728,2019-11-06,order,tennis,south,382.84299999999996,10
6729,2019-11-06,order,triathlon,south,243.24,8
6730,2019-11-06,order,jog/run,east,1628.703,16
6732,2019-11-06,order,hiking/trekking,south,2987.529,33
6733,2019-11-06,order,crosstrain,south,234.75799999999998,5
6734,2019-11-06,order,table_tennis,south,12.104000000000001,3
6735,2019-11-06,order,pilates,east,657.15,7
6736,2019-11-06,order,pilates,south,292.62600000000003,5
6737,2019-11-06,physical_collection,pilates,west,209.339,4
6739,2019-11-06,physical_collection,ski,west,650.0029999999999,3
6740,2019-11-06,physical_collection,tennis,west,155.31300000000002,3
6741,2019-11-06,order,cycling,east,464.78000000000003,10
6742,2019-11-06,order,fitness,south,533.864,9
6743,2019-11-06,order,ski,east,727.137,10
6746,2019-11-06,order,sailing,east,126.47999999999999,5
6747,2019-11-06,order,surfing,east,340.01300000000003,3
6748,2019-11-06,order,tennis,east,339.863,6
6751,2019-11-06,order,climbing,east,82.001,2
6753,2019-11-06,order,trail,south,165.873,1
6754,2019-11-06,order,basketball,east,461.651,8
6755,2019-11-06,order,triathlon,east,158.07999999999998,5
6757,2019-11-06,physical_collection,football,west,45.497,2
6758,2019-11-06,order,golf,east,116.299,5
6760,2019-11-06,order,skate/roller,south,66.885,2
6762,2019-11-06,physical_collection,sailing,west,34.676,4
6763,2019-11-06,physical_collection,squash,west,11.403,1
6764,2019-11-06,order,yoga,south,182.637,3
6765,2019-11-06,order,boxing,east,78.889,5
6766,2019-11-06,order,badminton,south,63.30499999999999,2
6768,2019-11-06,physical_collection,hiking/trekking,west,704.149,5
6769,2019-11-06,order,football,south,483.95799999999997,6
6771,2019-11-06,order,skate/roller,east,435.572,3
6773,2019-11-06,physical_collection,badminton,west,30.008999999999997,4
6774,2019-11-06,physical_collection,others,west,44.08,3
6776,2019-11-06,order,volleyball,east,11.122,4
6777,2019-11-06,order,football,east,579.292,4
6778,2019-11-06,physical_collection,crosstrain,west,55.879,4
6779,2019-11-06,order,badminton,east,110.16099999999999,4
6780,2019-11-06,order,yoga,east,357.299,7
6781,2019-11-06,order,diving,east,175.227,3
6782,2019-11-06,order,trail,east,193.615,4
6783,2019-11-06,order,golf,south,11.577,4
6785,2019-11-07,order,tennis,east,419.764,5
6786,2019-11-07,order,jog/run,east,1384.351,17
6787,2019-11-07,order,football,south,347.99699999999996,4
6788,2019-11-07,order,tennis,south,360.517,6
6789,2019-11-07,order,swimming,east,769.2180000000001,11
6790,2019-11-07,order,swimming,south,358.959,8
6791,2019-11-07,order,football,east,547.9159999999999,10
6792,2019-11-07,order,pilates,south,416.27799999999996,7
6793,2019-11-07,order,table_tennis,east,34.126,4
6794,2019-11-07,order,triathlon,south,269.024,9
6795,2019-11-07,order,triathlon,east,347.653,8
6796,2019-11-07,order,basketball,east,341.57,8
6797,2019-11-07,order,trail,east,167.192,3
6798,2019-11-07,order,basketball,south,348.018,7
6799,2019-11-07,order,ski,east,727.1020000000001,10
6800,2019-11-07,physical_collection,tennis,west,28.618000000000002,3
6801,2019-11-07,physical_collection,football,west,14.174000000000001,1
6802,2019-11-07,order,hiking/trekking,south,3508.8379999999997,30
6803,2019-11-07,order,kayak/sup,east,26.304000000000002,1
6804,2019-11-07,order,cycling,east,671.2909999999999,10
6805,2019-11-07,order,yoga,south,211.38299999999998,5
6806,2019-11-07,order,badminton,south,83.225,4
6807,2019-11-07,order,fitness,south,465.30699999999996,8
6808,2019-11-07,order,surfing,east,213.612,5
6809,2019-11-07,order,trail,south,207.62199999999999,5
6810,2019-11-07,order,squash,east,17.829,1
6811,2019-11-07,order,diving,south,149.868,3
6812,2019-11-07,order,hiking/trekking,east,6275.29,43
6813,2019-11-07,order,diving,east,141.731,4
6815,2019-11-07,order,boxing,east,33.125,4
6816,2019-11-07,physical_collection,cycling,west,81.397,2
6817,2019-11-07,physical_collection,jog/run,west,15.105,3
6818,2019-11-07,order,jog/run,south,1195.942,15
6819,2019-11-07,order,pilates,east,508.055,7
6820,2019-11-07,order,badminton,east,115.931,4
6821,2019-11-07,physical_collection,surfing,west,25.706,3
6822,2019-11-07,order,surfing,south,52.471000000000004,3
6823,2019-11-07,physical_collection,hiking/trekking,west,150.703,5
6824,2019-11-07,physical_collection,others,west,24.722,2
6825,2019-11-07,order,rugby,east,25.7,4
6827,2019-11-07,physical_collection,crosstrain,west,366.732,3
6828,2019-11-07,order,unknown,east,32.462,5
6829,2019-11-07,order,yoga,east,347.644,4
6830,2019-11-07,order,crosstrain,south,318.193,3
6831,2019-11-07,order,rugby,south,11.601,2
6832,2019-11-07,order,golf,east,89.564,5
6833,2019-11-07,physical_collection,climbing,west,65.493,4
6834,2019-11-07,order,others,south,26.467000000000002,4
6835,2019-11-07,order,golf,south,27.175,1
6836,2019-11-07,order,volleyball,east,19.092,2
6839,2019-11-07,order,crosstrain,east,558.976,8
6840,2019-11-07,physical_collection,pilates,west,107.576,5
6841,2019-11-07,physical_collection,ski,west,316.851,4
6842,2019-11-07,order,others,east,93.854,2
6843,2019-11-07,physical_collection,swimming,west,41.101,5
6846,2019-11-07,physical_collection,skate/roller,west,95.92,5
6847,2019-11-07,order,cycling,south,22.78,2
6848,2019-11-07,order,fitness,east,469.53900000000004,9
6850,2019-11-07,physical_collection,kayak/sup,west,13.713,3
6851,2019-11-07,order,ski,south,682.784,10
6852,2019-11-07,order,climbing,south,38.88,2
6853,2019-11-07,order,climbing,east,157.63299999999998,2
6854,2019-11-07,physical_collection,fitness,west,22.855,2
6856,2019-11-07,physical_collection,sailing,west,102.429,4
6857,2019-11-08,order,diving,south,273.544,3
6858,2019-11-08,order,badminton,south,172.712,3
6859,2019-11-08,order,ski,east,648.1310000000001,10
6860,2019-11-08,order,surfing,east,380.353,7
6861,2019-11-08,order,yoga,south,308.969,5
6862,2019-11-08,order,swimming,east,764.179,10
6863,2019-11-08,order,golf,east,70.519,1
6864,2019-11-08,order,triathlon,south,278.466,7
6865,2019-11-08,order,diving,east,251.545,2
6867,2019-11-08,order,rugby,south,11.8,3
6868,2019-11-08,order,trail,south,183.507,3
6869,2019-11-08,physical_collection,football,west,44.117000000000004,4
6870,2019-11-08,order,jog/run,east,1755.1689999999999,16
6871,2019-11-08,order,yoga,east,519.347,4
6872,2019-11-08,order,swimming,south,506.53000000000003,10
6873,2019-11-08,order,tennis,east,333.816,6
6875,2019-11-08,order,others,east,108.551,4
6877,2019-11-08,order,football,south,345.27,8
6878,2019-11-08,order,jog/run,south,1179.4879999999998,16
6879,2019-11-08,order,hiking/trekking,south,3368.875,36
6881,2019-11-08,order,pilates,east,612.646,8
6882,2019-11-08,order,skate/roller,south,183.759,3
6883,2019-11-08,order,basketball,east,411.158,8
6884,2019-11-08,order,rugby,east,34.916000000000004,4
6885,2019-11-08,order,golf,south,15.553999999999998,1
6886,2019-11-08,order,climbing,east,123.498,3
6887,2019-11-08,order,triathlon,east,304.293,4
6888,2019-11-08,order,badminton,east,105.71,3
6890,2019-11-08,order,pilates,south,268.197,5
6891,2019-11-08,order,ski,south,884.167,9
6892,2019-11-08,order,football,east,833.351,9
6893,2019-11-08,order,cycling,east,655.0310000000001,11
6894,2019-11-08,order,skate/roller,east,273.437,4
6895,2019-11-08,order,boxing,east,59.041,4
6896,2019-11-08,order,crosstrain,south,290.781,4
6897,2019-11-08,order,unknown,east,23.429,2
6898,2019-11-08,physical_collection,hiking/trekking,west,511.942,3
6899,2019-11-08,order,cycling,south,43.14,3
6900,2019-11-08,order,table_tennis,east,29.833999999999996,3
6901,2019-11-08,order,volleyball,south,17.272,5
6902,2019-11-08,order,others,south,20.634999999999998,4
6903,2019-11-08,order,crosstrain,east,551.757,4
6904,2019-11-08,physical_collection,jog/run,west,77.964,3
6905,2019-11-08,physical_collection,sailing,west,29.086000000000002,3
6906,2019-11-08,order,fitness,south,381.522,9
6908,2019-11-08,physical_collection,fitness,west,34.904,2
6909,2019-11-08,physical_collection,trail,west,32.199,2
6910,2019-11-08,physical_collection,yoga,west,15.624,1
6912,2019-11-08,order,hiking/trekking,east,5643.91,39
6913,2019-11-08,physical_collection,crosstrain,west,206.75500000000002,4
6914,2019-11-08,order,fitness,east,635.499,10
6916,2019-11-08,physical_collection,diving,west,40.744,5
6917,2019-11-08,order,tennis,south,370.786,5
6918,2019-11-08,order,basketball,south,526.897,4
6920,2019-11-08,order,volleyball,east,12.779,4
6921,2019-11-08,order,trail,east,256.93600000000004,6
6922,2019-11-08,physical_collection,ski,west,409.432,4
6924,2019-11-09,order,cycling,south,27.014,4
6925,2019-11-09,order,golf,south,39.723,4
6926,2019-11-09,order,crosstrain,south,360.67600000000004,3
6927,2019-11-09,order,football,east,440.753,8
6928,2019-11-09,order,tennis,east,480.533,5
6929,2019-11-09,order,climbing,south,14.252,1
6930,2019-11-09,order,jog/run,east,2418.194,23
6931,2019-11-09,physical_collection,sailing,west,42.355000000000004,4
6932,2019-11-09,order,pilates,south,505.629,5
6933,2019-11-09,order,pilates,east,807.241,13
6934,2019-11-09,order,basketball,south,295.366,4
6935,2019-11-09,order,trail,south,223.106,5
6936,2019-11-09,order,tennis,south,486.01899999999995,7
6937,2019-11-09,order,surfing,south,25.863999999999997,1
6938,2019-11-09,order,cycling,east,661.848,8
6939,2019-11-09,order,crosstrain,east,838.6370000000001,9
6940,2019-11-09,order,fitness,south,523.3979999999999,5
6941,2019-11-09,order,ski,east,1120.725,11
6942,2019-11-09,order,triathlon,south,237.844,7
6943,2019-11-09,order,climbing,east,50.131,2
6944,2019-11-09,order,volleyball,east,11.314,2
6945,2019-11-09,order,fitness,east,480.98400000000004,5
